order,priority,Status,originalFileName,mailkey,Mailing,testCell,Targeting,Test Description,Format,Paper,Cost,Quantity,inHomeDate,endDate,CPP
992,0,Holdout,STATICHOLDOUT_2019REFRESH_H-SILICON VALLEY.FORCLIENT.CSV,H-SILICON VALLEY,Shared Jan 2022 Cities,H-SILICON VALLEY,Cities,H-SILICON VALLEY,,,,27467,1/13/22,4/12/22,
993,1,Mailed,B99A4917-6623-41A4-96E6-1D716CF5F3F1_SHARED_MAILINGS_2022-01-25 CITIES.CSV,SLMS102-BA1-A,Shared Late Jan 2022 Cities,GR SF 1 EAST BAY,Cities,GR SF 1 EAST BAY,,,6000,200000,1/25/22,4/24/22,
993,2,Mailed,B99A4917-6623-41A4-96E6-1D716CF5F3F1_SHARED_MAILINGS_2022-01-25 CITIES.CSV,SLMS102-BA1-B,Shared Late Jan 2022 Cities,GR SF 1 EAST BAY,Cities,GR SF 1 EAST BAY,,,6000,200000,1/25/22,4/24/22,
994,3,Mailed,B99A4917-6623-41A4-96E6-1D716CF5F3F1_SHARED_MAILINGS_2022-01-25 CITIES.CSV,SLMS102-BO-A,Shared Late Jan 2022 Cities,BOSTON,Cities,BOSTON,,,6000,200000,1/25/22,4/24/22,
994,4,Mailed,B99A4917-6623-41A4-96E6-1D716CF5F3F1_SHARED_MAILINGS_2022-01-25 CITIES.CSV,SLMS102-BO-B,Shared Late Jan 2022 Cities,BOSTON,Cities,BOSTON,,,6000,200000,1/25/22,4/24/22,
995,5,Mailed,B99A4917-6623-41A4-96E6-1D716CF5F3F1_SHARED_MAILINGS_2022-01-25 CITIES.CSV,SLMS102-CH-A,Shared Late Jan 2022 Cities,CHICAGO,Cities,CHICAGO,,,6000,200000,1/25/22,4/24/22,
995,6,Mailed,B99A4917-6623-41A4-96E6-1D716CF5F3F1_SHARED_MAILINGS_2022-01-25 CITIES.CSV,SLMS102-CH-B,Shared Late Jan 2022 Cities,CHICAGO,Cities,CHICAGO,,,6000,200000,1/25/22,4/24/22,
996,7,Mailed,B99A4917-6623-41A4-96E6-1D716CF5F3F1_SHARED_MAILINGS_2022-01-25 CITIES.CSV,SLMS102-DCM-A,Shared Late Jan 2022 Cities,GR DC MD,Cities,GR DC MD,,,6000,200000,1/25/22,4/24/22,
996,8,Mailed,B99A4917-6623-41A4-96E6-1D716CF5F3F1_SHARED_MAILINGS_2022-01-25 CITIES.CSV,SLMS102-DCM-B,Shared Late Jan 2022 Cities,GR DC MD,Cities,GR DC MD,,,6000,200000,1/25/22,4/24/22,
997,9,Mailed,B99A4917-6623-41A4-96E6-1D716CF5F3F1_SHARED_MAILINGS_2022-01-25 CITIES.CSV,SLMS102-DFW-A,Shared Late Jan 2022 Cities,DALLAS,Cities,DALLAS,,,6000,200000,1/25/22,4/24/22,
997,10,Mailed,B99A4917-6623-41A4-96E6-1D716CF5F3F1_SHARED_MAILINGS_2022-01-25 CITIES.CSV,SLMS102-DFW-B,Shared Late Jan 2022 Cities,DALLAS,Cities,DALLAS,,,6000,200000,1/25/22,4/24/22,
998,11,Mailed,B99A4917-6623-41A4-96E6-1D716CF5F3F1_SHARED_MAILINGS_2022-01-25 CITIES.CSV,SLMS102-DT-A,Shared Late Jan 2022 Cities,DETROIT,Cities,DETROIT,,,6000,200000,1/25/22,4/24/22,
998,12,Mailed,B99A4917-6623-41A4-96E6-1D716CF5F3F1_SHARED_MAILINGS_2022-01-25 CITIES.CSV,SLMS102-DT-B,Shared Late Jan 2022 Cities,DETROIT,Cities,DETROIT,,,6000,200000,1/25/22,4/24/22,
999,13,Mailed,B99A4917-6623-41A4-96E6-1D716CF5F3F1_SHARED_MAILINGS_2022-01-25 CITIES.CSV,SLMS102-IE-A,Shared Late Jan 2022 Cities,INLAND EMPIRE,Cities,INLAND EMPIRE,,,6000,200000,1/25/22,4/24/22,
999,14,Mailed,B99A4917-6623-41A4-96E6-1D716CF5F3F1_SHARED_MAILINGS_2022-01-25 CITIES.CSV,SLMS102-IE-B,Shared Late Jan 2022 Cities,INLAND EMPIRE,Cities,INLAND EMPIRE,,,6000,200000,1/25/22,4/24/22,
1000,15,Mailed,B99A4917-6623-41A4-96E6-1D716CF5F3F1_SHARED_MAILINGS_2022-01-25 CITIES.CSV,SLMS102-LT,Shared Late Jan 2022 Cities,COLORADO,Cities,COLORADO,,,3000,100000,1/25/22,4/24/22,
1001,16,Mailed,B99A4917-6623-41A4-96E6-1D716CF5F3F1_SHARED_MAILINGS_2022-01-25 CITIES.CSV,SLMS102-MAL-A,Shared Late Jan 2022 Cities,GR LA LAC,Cities,GR LA LAC,,,6000,200000,1/25/22,4/24/22,
1001,17,Mailed,B99A4917-6623-41A4-96E6-1D716CF5F3F1_SHARED_MAILINGS_2022-01-25 CITIES.CSV,SLMS102-MAL-B,Shared Late Jan 2022 Cities,GR LA LAC,Cities,GR LA LAC,,,6000,200000,1/25/22,4/24/22,
1002,18,Mailed,B99A4917-6623-41A4-96E6-1D716CF5F3F1_SHARED_MAILINGS_2022-01-25 CITIES.CSV,SLMS102-PD-A,Shared Late Jan 2022 Cities,PORTLAND,Cities,PORTLAND,,,6000,200000,1/25/22,4/24/22,
1002,19,Mailed,B99A4917-6623-41A4-96E6-1D716CF5F3F1_SHARED_MAILINGS_2022-01-25 CITIES.CSV,SLMS102-PD-B,Shared Late Jan 2022 Cities,PORTLAND,Cities,PORTLAND,,,6000,200000,1/25/22,4/24/22,
1003,20,Mailed,B99A4917-6623-41A4-96E6-1D716CF5F3F1_SHARED_MAILINGS_2022-01-25 CITIES.CSV,SLMS102-RL-A,Shared Late Jan 2022 Cities,RALEIGH,Cities,RALEIGH,,,6000,200000,1/25/22,4/24/22,
1003,21,Mailed,B99A4917-6623-41A4-96E6-1D716CF5F3F1_SHARED_MAILINGS_2022-01-25 CITIES.CSV,SLMS102-RL-B,Shared Late Jan 2022 Cities,RALEIGH,Cities,RALEIGH,,,6000,200000,1/25/22,4/24/22,
1004,22,Mailed,B99A4917-6623-41A4-96E6-1D716CF5F3F1_SHARED_MAILINGS_2022-01-25 CITIES.CSV,SLMS102-SLC,Shared Late Jan 2022 Cities,SALT LAKE CITY,Cities,SALT LAKE CITY,,,3000,100000,1/25/22,4/24/22,
1005,23,Mailed,B99A4917-6623-41A4-96E6-1D716CF5F3F1_SHARED_MAILINGS_2022-01-25 CITIES.CSV,SLMS102-TU,Shared Late Jan 2022 Cities,TULSA,Cities,TULSA,,,3000,100000,1/25/22,4/24/22,
1006,0,Holdout,STATICHOLDOUT_2019REFRESH_H-GR SF 1 EAST BAY.FORCLIENT.CSV,H-GR SF 1 EAST BAY,Shared Late Jan 2022 Cities,H-GR SF 1 EAST BAY,Cities,H-GR SF 1 EAST BAY,,,,25735,1/25/22,4/24/22,
1007,0,Holdout,STATICHOLDOUT_2019REFRESH_H-BOSTON.FORCLIENT.CSV,H-BOSTON,Shared Late Jan 2022 Cities,H-BOSTON,Cities,H-BOSTON,,,,25829,1/25/22,4/24/22,
1008,0,Holdout,STATICHOLDOUT_2019REFRESH_H-CHICAGO.FORCLIENT.CSV,H-CHICAGO,Shared Late Jan 2022 Cities,H-CHICAGO,Cities,H-CHICAGO,,,,24992,1/25/22,4/24/22,
1009,0,Holdout,STATICHOLDOUT_2019REFRESH_H-GR DC MD.FORCLIENT.CSV,H-GR DC MD,Shared Late Jan 2022 Cities,H-GR DC MD,Cities,H-GR DC MD,,,,24748,1/25/22,4/24/22,
1010,0,Holdout,STATICHOLDOUT_2019REFRESH_H-DALLAS.FORCLIENT.CSV,H-DALLAS,Shared Late Jan 2022 Cities,H-DALLAS,Cities,H-DALLAS,,,,24088,1/25/22,4/24/22,
1011,0,Holdout,STATICHOLDOUT_2019REFRESH_H-DETROIT.FORCLIENT.CSV,H-DETROIT,Shared Late Jan 2022 Cities,H-DETROIT,Cities,H-DETROIT,,,,26099,1/25/22,4/24/22,
1012,0,Holdout,STATICHOLDOUT_2021_H-INLAND EMPIRE.FORCLIENT.CSV,H-INLAND EMPIRE,Shared Late Jan 2022 Cities,H-INLAND EMPIRE,Cities,H-INLAND EMPIRE,,,,25165,1/25/22,4/24/22,
1013,0,Holdout,STATICHOLDOUT_2022_H-COLORADO.FORCLIENT.CSV,H-COLORADO,Shared Late Jan 2022 Cities,H-COLORADO,Cities,H-COLORADO,,,,26666,1/25/22,4/24/22,
1014,0,Holdout,STATICHOLDOUT_2019REFRESH_H-GR LA LAC.FORCLIENT.CSV,H-GR LA LAC,Shared Late Jan 2022 Cities,H-GR LA LAC,Cities,H-GR LA LAC,,,,26187,1/25/22,4/24/22,
1015,0,Holdout,STATICHOLDOUT_2019REFRESH_H-PORTLAND.FORCLIENT.CSV,H-PORTLAND,Shared Late Jan 2022 Cities,H-PORTLAND,Cities,H-PORTLAND,,,,24364,1/25/22,4/24/22,
1016,0,Holdout,STATICHOLDOUT_2019REFRESH_H-RALEIGH.FORCLIENT.CSV,H-RALEIGH,Shared Late Jan 2022 Cities,H-RALEIGH,Cities,H-RALEIGH,,,,25535,1/25/22,4/24/22,
1017,0,Holdout,STATICHOLDOUT_2019REFRESH_H-SALT LAKE CITY.FORCLIENT.CSV,H-SALT LAKE CITY,Shared Late Jan 2022 Cities,H-SALT LAKE CITY,Cities,H-SALT LAKE CITY,,,,23354,1/25/22,4/24/22,
1018,0,Holdout,STATICHOLDOUT_2022_H-TULSA.FORCLIENT.CSV,H-TULSA,Shared Late Jan 2022 Cities,H-TULSA,Cities,H-TULSA,,,,25173,1/25/22,4/24/22,
1019,1,Mailed,2022-01-27 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS103-FD1,Shared Jan 2022 Natl,FOODIES,Natl,FOODIES,,,12000,200000,1/27/22,4/26/22,
1019,2,Mailed,2022-01-27 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS103-FD2,Shared Jan 2022 Natl,FOODIES,Natl,FOODIES,,,12000,200000,1/27/22,4/26/22,
1020,3,Mailed,2022-01-27 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS103-HR1,Shared Jan 2022 Natl,HOME RENOVATORS,Natl,HOME RENOVATORS,,,12000,200000,1/27/22,4/26/22,
1020,4,Mailed,2022-01-27 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS103-HR2,Shared Jan 2022 Natl,HOME RENOVATORS,Natl,HOME RENOVATORS,,,12000,200000,1/27/22,4/26/22,
1021,5,Mailed,2022-01-27 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS103-ME1,Shared Jan 2022 Natl,MENS,Natl,MENS,,,6000,100000,1/27/22,4/26/22,
1022,6,Mailed,2022-01-27 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS103-MO1,Shared Jan 2022 Natl,MOMS,Natl,MOMS,,,24000,400000,1/27/22,4/26/22,
1022,7,Mailed,2022-01-27 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS103-MO2,Shared Jan 2022 Natl,MOMS,Natl,MOMS,,,24000,400000,1/27/22,4/26/22,
1022,8,Mailed,2022-01-27 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS103-MO3,Shared Jan 2022 Natl,MOMS,Natl,MOMS,,,24000,400000,1/27/22,4/26/22,
1022,9,Mailed,2022-01-27 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS103-MO4,Shared Jan 2022 Natl,MOMS,Natl,MOMS,,,24000,400000,1/27/22,4/26/22,
1023,10,Mailed,2022-01-27 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS103-NE1,Shared Jan 2022 Natl,NEWLY ENGAGED,Natl,NEWLY ENGAGED,,,6000,100000,1/27/22,4/26/22,
1024,11,Mailed,2022-01-27 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS103-NMV1,Shared Jan 2022 Natl,NEW MOVER,Natl,NEW MOVER,,,6000,100000,1/27/22,4/26/22,
1025,12,Mailed,2022-01-27 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS103-TR,Shared Jan 2022 Natl,TRAVELERS,Natl,TRAVELERS,,,6000,100000,1/27/22,4/26/22,
1026,13,Mailed,2022-01-27 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS103-WO1,Shared Jan 2022 Natl,WOMENS,Natl,WOMENS,,,36000,600000,1/27/22,4/26/22,
1026,14,Mailed,2022-01-27 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS103-WO2,Shared Jan 2022 Natl,WOMENS,Natl,WOMENS,,,36000,600000,1/27/22,4/26/22,
1026,15,Mailed,2022-01-27 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS103-WO3,Shared Jan 2022 Natl,WOMENS,Natl,WOMENS,,,36000,600000,1/27/22,4/26/22,
1026,16,Mailed,2022-01-27 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS103-WO4,Shared Jan 2022 Natl,WOMENS,Natl,WOMENS,,,36000,600000,1/27/22,4/26/22,
1026,17,Mailed,2022-01-27 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS103-WO5,Shared Jan 2022 Natl,WOMENS,Natl,WOMENS,,,36000,600000,1/27/22,4/26/22,
1026,18,Mailed,2022-01-27 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS103-WO6,Shared Jan 2022 Natl,WOMENS,Natl,WOMENS,,,36000,600000,1/27/22,4/26/22,
1027,0,Holdout,SLM_SHARED_MAILFILE_SLMS103-H-FD1.H-FOODIES 1.CSV,SLMS103-H-FD1,Shared Jan 2022 Natl,H-FOODIES,Natl,H-FOODIES,,,,20000,1/27/22,4/26/22,
1027,0,Holdout,SLM_SHARED_MAILFILE_SLMS103-H-FD2.H-FOODIES 2.CSV,SLMS103-H-FD2,Shared Jan 2022 Natl,H-FOODIES,Natl,H-FOODIES,,,,20000,1/27/22,4/26/22,
1028,0,Holdout,SLM_SHARED_MAILFILE_SLMS103-H-HR1.H-HOME RENOVATORS 1.CSV,SLMS103-H-HR1,Shared Jan 2022 Natl,H-HOME RENOVATORS,Natl,H-HOME RENOVATORS,,,,20000,1/27/22,4/26/22,
1028,0,Holdout,SLM_SHARED_MAILFILE_SLMS103-H-HR2.H-HOME RENOVATORS 2.CSV,SLMS103-H-HR2,Shared Jan 2022 Natl,H-HOME RENOVATORS,Natl,H-HOME RENOVATORS,,,,20000,1/27/22,4/26/22,
1029,0,Holdout,SLM_SHARED_MAILFILE_SLMS103-H-ME1.H-MENS 1.CSV,SLMS103-H-ME1,Shared Jan 2022 Natl,H-MENS,Natl,H-MENS,,,,10000,1/27/22,4/26/22,
1030,0,Holdout,SLM_SHARED_MAILFILE_SLMS103-H-MO1.H-MOMS 1.CSV,SLMS103-H-MO1,Shared Jan 2022 Natl,H-MOMS,Natl,H-MOMS,,,,40000,1/27/22,4/26/22,
1030,0,Holdout,SLM_SHARED_MAILFILE_SLMS103-H-MO2.H-MOMS 2.CSV,SLMS103-H-MO2,Shared Jan 2022 Natl,H-MOMS,Natl,H-MOMS,,,,40000,1/27/22,4/26/22,
1030,0,Holdout,SLM_SHARED_MAILFILE_SLMS103-H-MO3.H-MOMS 3.CSV,SLMS103-H-MO3,Shared Jan 2022 Natl,H-MOMS,Natl,H-MOMS,,,,40000,1/27/22,4/26/22,
1030,0,Holdout,SLM_SHARED_MAILFILE_SLMS103-H-MO4.H-MOMS 4.CSV,SLMS103-H-MO4,Shared Jan 2022 Natl,H-MOMS,Natl,H-MOMS,,,,40000,1/27/22,4/26/22,
1031,0,Holdout,SLM_SHARED_MAILFILE_SLMS103-H-NE1.H-NEWLY ENGAGED 1.CSV,SLMS103-H-NE1,Shared Jan 2022 Natl,H-NEWLY ENGAGED,Natl,H-NEWLY ENGAGED,,,,10000,1/27/22,4/26/22,
1032,0,Holdout,SLM_SHARED_MAILFILE_SLMS103-H-NMV1.H-NEW MOVERS 1.CSV,SLMS103-H-NMV1,Shared Jan 2022 Natl,H-NEW MOVER,Natl,H-NEW MOVER,,,,10000,1/27/22,4/26/22,
1033,0,Holdout,SLM_SHARED_MAILFILE_SLMS103-H-TR.H-TRAVELERS.CSV,SLMS103-H-TR,Shared Jan 2022 Natl,H-TRAVELERS,Natl,H-TRAVELERS,,,,10000,1/27/22,4/26/22,
1034,0,Holdout,SLM_SHARED_MAILFILE_SLMS103-H-WO1.H-WOMENS 1.CSV,SLMS103-H-WO1,Shared Jan 2022 Natl,H-WOMENS,Natl,H-WOMENS,,,,60000,1/27/22,4/26/22,
1034,0,Holdout,SLM_SHARED_MAILFILE_SLMS103-H-WO2.H-WOMENS 2.CSV,SLMS103-H-WO2,Shared Jan 2022 Natl,H-WOMENS,Natl,H-WOMENS,,,,60000,1/27/22,4/26/22,
1034,0,Holdout,SLM_SHARED_MAILFILE_SLMS103-H-WO3.H-WOMENS 3.CSV,SLMS103-H-WO3,Shared Jan 2022 Natl,H-WOMENS,Natl,H-WOMENS,,,,60000,1/27/22,4/26/22,
1034,0,Holdout,SLM_SHARED_MAILFILE_SLMS103-H-WO4.H-WOMENS 4.CSV,SLMS103-H-WO4,Shared Jan 2022 Natl,H-WOMENS,Natl,H-WOMENS,,,,60000,1/27/22,4/26/22,
1034,0,Holdout,SLM_SHARED_MAILFILE_SLMS103-H-WO5.H-WOMENS 5.CSV,SLMS103-H-WO5,Shared Jan 2022 Natl,H-WOMENS,Natl,H-WOMENS,,,,60000,1/27/22,4/26/22,
1034,0,Holdout,SLM_SHARED_MAILFILE_SLMS103-H-WO6.H-WOMENS 6.CSV,SLMS103-H-WO6,Shared Jan 2022 Natl,H-WOMENS,Natl,H-WOMENS,,,,60000,1/27/22,4/26/22,
1035,1,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-AT-A,Shared Feb 2022 Cities,ATLANTA,Cities,ATLANTA,,,6000,200000,2/11/22,5/11/22,
1035,2,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-AT-B,Shared Feb 2022 Cities,ATLANTA,Cities,ATLANTA,,,6000,200000,2/11/22,5/11/22,
1036,3,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-AUR,Shared Feb 2022 Cities,AURORA,Cities,AURORA,,,3000,100000,2/11/22,5/11/22,
1037,4,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-AZ-A,Shared Feb 2022 Cities,GR PHX AZ,Cities,GR PHX AZ,,,6000,200000,2/11/22,5/11/22,
1037,5,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-AZ-B,Shared Feb 2022 Cities,GR PHX AZ,Cities,GR PHX AZ,,,6000,200000,2/11/22,5/11/22,
1038,6,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-CL,Shared Feb 2022 Cities,Charlotte,Cities,Charlotte,,,3000,100000,2/11/22,5/11/22,
1039,7,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-CN,Shared Feb 2022 Cities,CINCINNATI,Cities,CINCINNATI,,,4500,150000,2/11/22,5/11/22,
1040,8,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-DC,Shared Feb 2022 Cities,DC,Cities,DC,,,3000,100000,2/11/22,5/11/22,
1041,9,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-FL,Shared Feb 2022 Cities,FORT LAUDERDALE,Cities,FORT LAUDERDALE,,,3000,100000,2/11/22,5/11/22,
1042,10,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-GAU-A,Shared Feb 2022 Cities,GR AUSTIN,Cities,GR AUSTIN,,,6000,200000,2/11/22,5/11/22,
1042,11,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-GAU-B,Shared Feb 2022 Cities,GR AUSTIN,Cities,GR AUSTIN,,,6000,200000,2/11/22,5/11/22,
1043,12,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-GC-A,Shared Feb 2022 Cities,GR CHICAGO,Cities,GR CHICAGO,,,6000,200000,2/11/22,5/11/22,
1043,13,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-GC-B,Shared Feb 2022 Cities,GR CHICAGO,Cities,GR CHICAGO,,,6000,200000,2/11/22,5/11/22,
1044,14,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-LV-A,Shared Feb 2022 Cities,LAS VEGAS,Cities,LAS VEGAS,,,6000,200000,2/11/22,5/11/22,
1044,15,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-LV-B,Shared Feb 2022 Cities,LAS VEGAS,Cities,LAS VEGAS,,,6000,200000,2/11/22,5/11/22,
1045,16,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-MH-A,Shared Feb 2022 Cities,MANHATTAN,Cities,MANHATTAN,,,6000,200000,2/11/22,5/11/22,
1045,17,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-MH-B,Shared Feb 2022 Cities,MANHATTAN,Cities,MANHATTAN,,,6000,200000,2/11/22,5/11/22,
1046,18,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-MK-A,Shared Feb 2022 Cities,MISSOURI KANSAS,Cities,MISSOURI KANSAS,,,6000,200000,2/11/22,5/11/22,
1046,19,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-MK-B,Shared Feb 2022 Cities,MISSOURI KANSAS,Cities,MISSOURI KANSAS,,,6000,200000,2/11/22,5/11/22,
1047,20,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-NJ,Shared Feb 2022 Cities,New Jersey,Cities,New Jersey,,,3000,100000,2/11/22,5/11/22,
1048,21,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-OC-A,Shared Feb 2022 Cities,GR LA OC,Cities,GR LA OC,,,6000,200000,2/11/22,5/11/22,
1048,22,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-OC-B,Shared Feb 2022 Cities,GR LA OC,Cities,GR LA OC,,,6000,200000,2/11/22,5/11/22,
1049,23,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-PB,Shared Feb 2022 Cities,PITTSBURGH,Cities,PITTSBURGH,,,3000,100000,2/11/22,5/11/22,
1050,24,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-SA-A,Shared Feb 2022 Cities,San Antonio,Cities,San Antonio,,,6000,200000,2/11/22,5/11/22,
1050,25,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-SA-B,Shared Feb 2022 Cities,San Antonio,Cities,San Antonio,,,6000,200000,2/11/22,5/11/22,
1051,26,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-SE-A,Shared Feb 2022 Cities,Seattle,Cities,Seattle,,,6000,200000,2/11/22,5/11/22,
1051,27,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-SE-B,Shared Feb 2022 Cities,Seattle,Cities,Seattle,,,6000,200000,2/11/22,5/11/22,
1052,28,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-TM,Shared Feb 2022 Cities,TAMPA,Cities,TAMPA,,,3000,100000,2/11/22,5/11/22,
1053,29,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-TUC,Shared Feb 2022 Cities,TUCSON,Cities,TUCSON,,,3000,100000,2/11/22,5/11/22,
1054,30,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-TX-A,Shared Feb 2022 Cities,TEXAS,Cities,TEXAS,,,6000,200000,2/11/22,5/11/22,
1054,31,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-TX-B,Shared Feb 2022 Cities,TEXAS,Cities,TEXAS,,,6000,200000,2/11/22,5/11/22,
1055,32,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-WI-A,Shared Feb 2022 Cities,WISCONSIN,Cities,WISCONSIN,,,6000,200000,2/11/22,5/11/22,
1055,33,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-WI-B,Shared Feb 2022 Cities,WISCONSIN,Cities,WISCONSIN,,,6000,200000,2/11/22,5/11/22,
1056,34,Mailed,694FD4CB-A07F-4029-AC9D-5622B8A08EA4_SHARED_MAILINGS_2022-02-11 CITIES.CSV,SLMS104-WPB,Shared Feb 2022 Cities,WEST PALM BEACH,Cities,WEST PALM BEACH,,,3000,100000,2/11/22,5/11/22,
1057,0,Holdout,STATICHOLDOUT_2019REFRESH_H-ATLANTA.FORCLIENT.CSV,H-ATLANTA,Shared Feb 2022 Cities,H-ATLANTA,Cities,H-ATLANTA,,,,26543,2/11/22,5/11/22,
1058,0,Holdout,STATICHOLDOUT_2022_H-AURORA.FORCLIENT.CSV,H-AURORA,Shared Feb 2022 Cities,H-AURORA,Cities,H-AURORA,,,,25698,2/11/22,5/11/22,
1059,0,Holdout,STATICHOLDOUT_2022_H-GR PHX AZ.FORCLIENT.CSV,H-GR PHX AZ,Shared Feb 2022 Cities,H-GR PHX AZ,Cities,H-GR PHX AZ,,,,25441,2/11/22,5/11/22,
1060,0,Holdout,STATICHOLDOUT_2019REFRESH_H-CHARLOTTE.FORCLIENT.CSV,H-CHARLOTTE,Shared Feb 2022 Cities,H-CHARLOTTE,Cities,H-CHARLOTTE,,,,26631,2/11/22,5/11/22,
1061,0,Holdout,STATICHOLDOUT_2020_H-CINCINNATI.FORCLIENT.CSV,H-CINCINNATI,Shared Feb 2022 Cities,H-CINCINNATI,Cities,H-CINCINNATI,,,,23842,2/11/22,5/11/22,
1062,0,Holdout,STATICHOLDOUT_2019REFRESH_H-DC.FORCLIENT.CSV,H-DC,Shared Feb 2022 Cities,H-DC,Cities,H-DC,,,,24968,2/11/22,5/11/22,
