order,priority,Status,originalFileName,mailkey,Mailing,testCell,Targeting,Test Description,Format,Paper,Cost,Quantity,inHomeDate,endDate,CPP
911,39,Mailed,E08A454A-F397-4ED6-858C-1AE848523477_SHARED_MAILINGS_2021-12-09 CITIES.CSV,SLMS099-OC-A,Shared Dec 2021 Cities,,Cities,GR LA OC,,,6000,200000,12/9/21,3/8/22,
911,40,Mailed,E08A454A-F397-4ED6-858C-1AE848523477_SHARED_MAILINGS_2021-12-09 CITIES.CSV,SLMS099-OC-B,Shared Dec 2021 Cities,,Cities,GR LA OC,,,6000,200000,12/9/21,3/8/22,
912,41,Mailed,E08A454A-F397-4ED6-858C-1AE848523477_SHARED_MAILINGS_2021-12-09 CITIES.CSV,SLMS099-PB,Shared Dec 2021 Cities,,Cities,PITTSBURGH,,,3000,100000,12/9/21,3/8/22,
913,42,Mailed,E08A454A-F397-4ED6-858C-1AE848523477_SHARED_MAILINGS_2021-12-09 CITIES.CSV,SLMS099-PH,Shared Dec 2021 Cities,,Cities,PHILADELPHIA,,,3000,100000,12/9/21,3/8/22,
914,43,Mailed,E08A454A-F397-4ED6-858C-1AE848523477_SHARED_MAILINGS_2021-12-09 CITIES.CSV,SLMS099-SC,Shared Dec 2021 Cities,,Cities,SACRAMENTO,,,3000,100000,12/9/21,3/8/22,
915,44,Mailed,E08A454A-F397-4ED6-858C-1AE848523477_SHARED_MAILINGS_2021-12-09 CITIES.CSV,SLMS099-STL,Shared Dec 2021 Cities,,Cities,ST LOUIS,,,3000,100000,12/9/21,3/8/22,
916,45,Mailed,E08A454A-F397-4ED6-858C-1AE848523477_SHARED_MAILINGS_2021-12-09 CITIES.CSV,SLMS099-SV-A,Shared Dec 2021 Cities,,Cities,SILICON VALLEY,,,6000,200000,12/9/21,3/8/22,
916,46,Mailed,E08A454A-F397-4ED6-858C-1AE848523477_SHARED_MAILINGS_2021-12-09 CITIES.CSV,SLMS099-SV-B,Shared Dec 2021 Cities,,Cities,SILICON VALLEY,,,6000,200000,12/9/21,3/8/22,
917,47,Mailed,E08A454A-F397-4ED6-858C-1AE848523477_SHARED_MAILINGS_2021-12-09 CITIES.CSV,SLMS099-TN-A,Shared Dec 2021 Cities,,Cities,TENNESSEE,,,6000,200000,12/9/21,3/8/22,
917,48,Mailed,E08A454A-F397-4ED6-858C-1AE848523477_SHARED_MAILINGS_2021-12-09 CITIES.CSV,SLMS099-TN-B,Shared Dec 2021 Cities,,Cities,TENNESSEE,,,6000,200000,12/9/21,3/8/22,
918,49,Mailed,E08A454A-F397-4ED6-858C-1AE848523477_SHARED_MAILINGS_2021-12-09 CITIES.CSV,SLMS099-WPB,Shared Dec 2021 Cities,,Cities,WEST PALM BEACH,,,3000,100000,12/9/21,3/8/22,
919,0,Holdout,STATICHOLDOUT_2019REFRESH_H-AUSTIN.FORCLIENT.CSV,H-AUSTIN,Shared Dec 2021 Cities,H-AUSTIN,Cities,H-AUSTIN,,,,26146,12/9/21,3/8/22,
920,0,Holdout,STATICHOLDOUT_2019REFRESH_H-GR SF 1 EAST BAY.FORCLIENT.CSV,H-GR SF 1 EAST BAY,Shared Dec 2021 Cities,H-GR SF 1 EAST BAY,Cities,H-GR SF 1 EAST BAY,,,,25735,12/9/21,3/8/22,
921,0,Holdout,STATICHOLDOUT_2019REFRESH_H-BROOKLYN.FORCLIENT.CSV,H-BROOKLYN,Shared Dec 2021 Cities,H-BROOKLYN,Cities,H-BROOKLYN,,,,25943,12/9/21,3/8/22,
922,0,Holdout,STATICHOLDOUT_2019REFRESH_H-BOSTON.FORCLIENT.CSV,H-BOSTON,Shared Dec 2021 Cities,H-BOSTON,Cities,H-BOSTON,,,,25829,12/9/21,3/8/22,
923,0,Holdout,STATICHOLDOUT_2019REFRESH_H-COLUMBUS.FORCLIENT.CSV,H-COLUMBUS,Shared Dec 2021 Cities,H-COLUMBUS,Cities,H-COLUMBUS,,,,25839,12/9/21,3/8/22,
924,0,Holdout,STATICHOLDOUT_2019REFRESH_H-CHICAGO.FORCLIENT.CSV,H-CHICAGO,Shared Dec 2021 Cities,H-CHICAGO,Cities,H-CHICAGO,,,,24992,12/9/21,3/8/22,
925,0,Holdout,STATICHOLDOUT_2019REFRESH_H-CHARLOTTE.FORCLIENT.CSV,H-CHARLOTTE,Shared Dec 2021 Cities,H-CHARLOTTE,Cities,H-CHARLOTTE,,,,26631,12/9/21,3/8/22,
926,0,Holdout,STATICHOLDOUT_2019REFRESH_H-GR NYC CONNECTICUT.FORCLIENT.CSV,H-GR NYC CONNECTICUT,Shared Dec 2021 Cities,H-GR NYC CONNECTICUT,Cities,H-GR NYC CONNECTICUT,,,,24882,12/9/21,3/8/22,
927,0,Holdout,STATICHOLDOUT_2019REFRESH_H-DC.FORCLIENT.CSV,H-DC,Shared Dec 2021 Cities,H-DC,Cities,H-DC,,,,24968,12/9/21,3/8/22,
928,0,Holdout,STATICHOLDOUT_2019REFRESH_H-GR DC VA.FORCLIENT.CSV,H-GR DC VA,Shared Dec 2021 Cities,H-GR DC VA,Cities,H-GR DC VA,,,,26373,12/9/21,3/8/22,
929,0,Holdout,STATICHOLDOUT_2019REFRESH_H-DALLAS.FORCLIENT.CSV,H-DALLAS,Shared Dec 2021 Cities,H-DALLAS,Cities,H-DALLAS,,,,24088,12/9/21,3/8/22,
930,0,Holdout,STATICHOLDOUT_2021_H-GREATER AUSTIN.FORCLIENT.CSV,H-GREATER AUSTIN,Shared Dec 2021 Cities,H-GREATER AUSTIN,Cities,H-GREATER AUSTIN,,,,25303,12/9/21,3/8/22,
931,0,Holdout,STATICHOLDOUT_2019REFRESH_H-GR CHICAGO.FORCLIENT.CSV,H-GR CHICAGO,Shared Dec 2021 Cities,H-GR CHICAGO,Cities,H-GR CHICAGO,,,,24944,12/9/21,3/8/22,
932,0,Holdout,STATICHOLDOUT_2019REFRESH_H-GR DALLAS.FORCLIENT.CSV,H-GR DALLAS,Shared Dec 2021 Cities,H-GR DALLAS,Cities,H-GR DALLAS,,,,25005,12/9/21,3/8/22,
933,0,Holdout,STATICHOLDOUT_2019REFRESH_H-GR NYC WC.FORCLIENT.CSV,H-GR NYC WC,Shared Dec 2021 Cities,H-GR NYC WC,Cities,H-GR NYC WC,,,,13613,12/9/21,3/8/22,
934,0,Holdout,STATICHOLDOUT_2019REFRESH_H-HOUSTON.FORCLIENT.CSV,H-HOUSTON,Shared Dec 2021 Cities,H-HOUSTON,Cities,H-HOUSTON,,,,23465,12/9/21,3/8/22,
935,0,Holdout,STATICHOLDOUT_2019REFRESH_H-LA.FORCLIENT.CSV,H-LA,Shared Dec 2021 Cities,H-LA,Cities,H-LA,,,,26203,12/9/21,3/8/22,
936,0,Holdout,STATICHOLDOUT_2020_H-LAS VEGAS.FORCLIENT.CSV,H-LAS VEGAS,Shared Dec 2021 Cities,H-LAS VEGAS,Cities,H-LAS VEGAS,,,,24021,12/9/21,3/8/22,
937,0,Holdout,STATICHOLDOUT_2019REFRESH_H-GR LA LAC.FORCLIENT.CSV,H-GR LA LAC,Shared Dec 2021 Cities,H-GR LA LAC,Cities,H-GR LA LAC,,,,26187,12/9/21,3/8/22,
938,0,Holdout,STATICHOLDOUT_2019REFRESH_H-MANHATTAN.FORCLIENT.CSV,H-MANHATTAN,Shared Dec 2021 Cities,H-MANHATTAN,Cities,H-MANHATTAN,,,,26054,12/9/21,3/8/22,
939,0,Holdout,STATICHOLDOUT_2022_H-MINNEAPOLIS.FORCLIENT.CSV,H-MINNEAPOLIS,Shared Dec 2021 Cities,H-MINNEAPOLIS,Cities,H-MINNEAPOLIS,,,,24726,12/9/21,3/8/22,
940,0,Holdout,STATICHOLDOUT_2019REFRESH_H-NASHVILLE.FORCLIENT.CSV,H-NASHVILLE,Shared Dec 2021 Cities,H-NASHVILLE,Cities,H-NASHVILLE,,,,24991,12/9/21,3/8/22,
941,0,Holdout,STATICHOLDOUT_2019REFRESH_H-GR LA OC.FORCLIENT.CSV,H-GR LA OC,Shared Dec 2021 Cities,H-GR LA OC,Cities,H-GR LA OC,,,,25782,12/9/21,3/8/22,
942,0,Holdout,STATICHOLDOUT_2019REFRESH_H-PITTSBURGH.FORCLIENT.CSV,H-PITTSBURGH,Shared Dec 2021 Cities,H-PITTSBURGH,Cities,H-PITTSBURGH,,,,25628,12/9/21,3/8/22,
943,0,Holdout,STATICHOLDOUT_2019REFRESH_H-PHILADELPHIA.FORCLIENT.CSV,H-PHILADELPHIA,Shared Dec 2021 Cities,H-PHILADELPHIA,Cities,H-PHILADELPHIA,,,,25414,12/9/21,3/8/22,
944,0,Holdout,STATICHOLDOUT_2019REFRESH_H-SACRAMENTO.FORCLIENT.CSV,H-SACRAMENTO,Shared Dec 2021 Cities,H-SACRAMENTO,Cities,H-SACRAMENTO,,,,25661,12/9/21,3/8/22,
945,0,Holdout,STATICHOLDOUT_2019REFRESH_H-ST LOUIS.FORCLIENT.CSV,H-ST LOUIS,Shared Dec 2021 Cities,H-ST LOUIS,Cities,H-ST LOUIS,,,,25831,12/9/21,3/8/22,
946,0,Holdout,STATICHOLDOUT_2019REFRESH_H-SILICON VALLEY.FORCLIENT.CSV,H-SILICON VALLEY,Shared Dec 2021 Cities,H-SILICON VALLEY,Cities,H-SILICON VALLEY,,,,27467,12/9/21,3/8/22,
947,0,Holdout,STATICHOLDOUT_2020_H-TENNESSEE.FORCLIENT.CSV,H-TENNESSEE,Shared Dec 2021 Cities,H-TENNESSEE,Cities,H-TENNESSEE,,,,26115,12/9/21,3/8/22,
948,0,Holdout,STATICHOLDOUT_2021_H-WEST PALM BEACH.FORCLIENT.CSV,H-WEST PALM BEACH,Shared Dec 2021 Cities,H-WEST PALM BEACH,Cities,H-WEST PALM BEACH,,,,25107,12/9/21,3/8/22,
949,1,Mailed,2021-12-10 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS100-HR-A,Shared Dec 2021 Natl,HOME RENOVATORS,Natl,HOME RENOVATORS,,,12000,200000,12/10/21,3/9/22,
949,2,Mailed,2021-12-10 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS100-HR-B,Shared Dec 2021 Natl,HOME RENOVATORS,Natl,HOME RENOVATORS,,,12000,200000,12/10/21,3/9/22,
950,3,Mailed,2021-12-10 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS100-ME1,Shared Dec 2021 Natl,MENS,Natl,MENS,,,12000,200000,12/10/21,3/9/22,
950,4,Mailed,2021-12-10 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS100-ME2,Shared Dec 2021 Natl,MENS,Natl,MENS,,,12000,200000,12/10/21,3/9/22,
951,5,Mailed,2021-12-10 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS100-MO1,Shared Dec 2021 Natl,MOMS,Natl,MOMS,,,24000,400000,12/10/21,3/9/22,
951,6,Mailed,2021-12-10 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS100-MO2,Shared Dec 2021 Natl,MOMS,Natl,MOMS,,,24000,400000,12/10/21,3/9/22,
951,7,Mailed,2021-12-10 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS100-MO3,Shared Dec 2021 Natl,MOMS,Natl,MOMS,,,24000,400000,12/10/21,3/9/22,
951,8,Mailed,2021-12-10 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS100-MO4,Shared Dec 2021 Natl,MOMS,Natl,MOMS,,,24000,400000,12/10/21,3/9/22,
952,9,Mailed,2021-12-10 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS100-TR,Shared Dec 2021 Natl,TRAVELERS,Natl,TRAVELERS,,,6000,100000,12/10/21,3/9/22,
953,10,Mailed,2021-12-10 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS100-WO1,Shared Dec 2021 Natl,WOMENS,Natl,WOMENS,,,48000,800000,12/10/21,3/9/22,
953,11,Mailed,2021-12-10 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS100-WO2,Shared Dec 2021 Natl,WOMENS,Natl,WOMENS,,,48000,800000,12/10/21,3/9/22,
953,12,Mailed,2021-12-10 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS100-WO3,Shared Dec 2021 Natl,WOMENS,Natl,WOMENS,,,48000,800000,12/10/21,3/9/22,
953,13,Mailed,2021-12-10 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS100-WO4,Shared Dec 2021 Natl,WOMENS,Natl,WOMENS,,,48000,800000,12/10/21,3/9/22,
953,14,Mailed,2021-12-10 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS100-WO5,Shared Dec 2021 Natl,WOMENS,Natl,WOMENS,,,48000,800000,12/10/21,3/9/22,
953,15,Mailed,2021-12-10 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS100-WO6,Shared Dec 2021 Natl,WOMENS,Natl,WOMENS,,,48000,800000,12/10/21,3/9/22,
953,16,Mailed,2021-12-10 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS100-WO7,Shared Dec 2021 Natl,WOMENS,Natl,WOMENS,,,48000,800000,12/10/21,3/9/22,
953,17,Mailed,2021-12-10 NATIONALS_MAILFILES_2022-03-08.CSV,SLMS100-WO8,Shared Dec 2021 Natl,WOMENS,Natl,WOMENS,,,48000,800000,12/10/21,3/9/22,
954,0,Holdout,SLM_SHARED_MAILFILE_SLMS100-H-HR-A.H-HOME RENOVATORS A.CSV,SLMS100-H-HR-A,Shared Dec 2021 Natl,H-HOME RENOVATORS,Natl,H-HOME RENOVATORS,,,,20000,12/10/21,3/9/22,
954,0,Holdout,SLM_SHARED_MAILFILE_SLMS100-H-HR-B.H-HOME RENOVATORS B.CSV,SLMS100-H-HR-B,Shared Dec 2021 Natl,H-HOME RENOVATORS,Natl,H-HOME RENOVATORS,,,,20000,12/10/21,3/9/22,
955,0,Holdout,SLM_SHARED_MAILFILE_SLMS100-H-ME1.H-MENS 1.CSV,SLMS100-H-ME1,Shared Dec 2021 Natl,H-MENS,Natl,H-MENS,,,,20000,12/10/21,3/9/22,
955,0,Holdout,SLM_SHARED_MAILFILE_SLMS100-H-ME2.H-MENS 2.CSV,SLMS100-H-ME2,Shared Dec 2021 Natl,H-MENS,Natl,H-MENS,,,,20000,12/10/21,3/9/22,
956,0,Holdout,SLM_SHARED_MAILFILE_SLMS100-H-MO1.H-MOMS 1.CSV,SLMS100-H-MO1,Shared Dec 2021 Natl,H-MOMS,Natl,H-MOMS,,,,40000,12/10/21,3/9/22,
956,0,Holdout,SLM_SHARED_MAILFILE_SLMS100-H-MO2.H-MOMS 2.CSV,SLMS100-H-MO2,Shared Dec 2021 Natl,H-MOMS,Natl,H-MOMS,,,,40000,12/10/21,3/9/22,
956,0,Holdout,SLM_SHARED_MAILFILE_SLMS100-H-MO3.H-MOMS 3.CSV,SLMS100-H-MO3,Shared Dec 2021 Natl,H-MOMS,Natl,H-MOMS,,,,40000,12/10/21,3/9/22,
956,0,Holdout,SLM_SHARED_MAILFILE_SLMS100-H-MO4.H-MOMS 4.CSV,SLMS100-H-MO4,Shared Dec 2021 Natl,H-MOMS,Natl,H-MOMS,,,,40000,12/10/21,3/9/22,
957,0,Holdout,SLM_SHARED_MAILFILE_SLMS100-H-TR.H-TRAVELERS.CSV,SLMS100-H-TR,Shared Dec 2021 Natl,H-TRAVELERS,Natl,H-TRAVELERS,,,,10000,12/10/21,3/9/22,
958,0,Holdout,SLM_SHARED_MAILFILE_SLMS100-H-WO1.H-WOMENS 1.CSV,SLMS100-H-WO1,Shared Dec 2021 Natl,H-WOMENS,Natl,H-WOMENS,,,,80000,12/10/21,3/9/22,
958,0,Holdout,SLM_SHARED_MAILFILE_SLMS100-H-WO2.H-WOMENS 2.CSV,SLMS100-H-WO2,Shared Dec 2021 Natl,H-WOMENS,Natl,H-WOMENS,,,,80000,12/10/21,3/9/22,
958,0,Holdout,SLM_SHARED_MAILFILE_SLMS100-H-WO3.H-WOMENS 3.CSV,SLMS100-H-WO3,Shared Dec 2021 Natl,H-WOMENS,Natl,H-WOMENS,,,,80000,12/10/21,3/9/22,
958,0,Holdout,SLM_SHARED_MAILFILE_SLMS100-H-WO4.H-WOMENS 4.CSV,SLMS100-H-WO4,Shared Dec 2021 Natl,H-WOMENS,Natl,H-WOMENS,,,,80000,12/10/21,3/9/22,
958,0,Holdout,SLM_SHARED_MAILFILE_SLMS100-H-WO5.H-WOMENS 5.CSV,SLMS100-H-WO5,Shared Dec 2021 Natl,H-WOMENS,Natl,H-WOMENS,,,,80000,12/10/21,3/9/22,
958,0,Holdout,SLM_SHARED_MAILFILE_SLMS100-H-WO6.H-WOMENS 6.CSV,SLMS100-H-WO6,Shared Dec 2021 Natl,H-WOMENS,Natl,H-WOMENS,,,,80000,12/10/21,3/9/22,
958,0,Holdout,SLM_SHARED_MAILFILE_SLMS100-H-WO7.H-WOMENS 7.CSV,SLMS100-H-WO7,Shared Dec 2021 Natl,H-WOMENS,Natl,H-WOMENS,,,,80000,12/10/21,3/9/22,
958,0,Holdout,SLM_SHARED_MAILFILE_SLMS100-H-WO8.H-WOMENS 8.CSV,SLMS100-H-WO8,Shared Dec 2021 Natl,H-WOMENS,Natl,H-WOMENS,,,,80000,12/10/21,3/9/22,
959,1,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-AU-A,Shared Jan 2022 Cities,,Cities,AUSTIN,,,6000,200000,1/13/22,4/12/22,
959,2,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-AU-B,Shared Jan 2022 Cities,,Cities,AUSTIN,,,6000,200000,1/13/22,4/12/22,
960,3,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-BK,Shared Jan 2022 Cities,,Cities,BROOKLYN,,,3000,100000,1/13/22,4/12/22,
961,4,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-CB,Shared Jan 2022 Cities,,Cities,COLUMBUS,,,3000,100000,1/13/22,4/12/22,
962,5,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-CO-A,Shared Jan 2022 Cities,,Cities,COLORADO,,,6000,200000,1/13/22,4/12/22,
962,6,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-CO-B,Shared Jan 2022 Cities,,Cities,COLORADO,,,6000,200000,1/13/22,4/12/22,
963,7,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-DCV-A,Shared Jan 2022 Cities,,Cities,GR DC VA,,,6000,200000,1/13/22,4/12/22,
963,8,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-DCV-B,Shared Jan 2022 Cities,,Cities,GR DC VA,,,6000,200000,1/13/22,4/12/22,
964,9,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-DN,Shared Jan 2022 Cities,,Cities,DENVER,,,3000,100000,1/13/22,4/12/22,
965,10,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-GC-A,Shared Jan 2022 Cities,,Cities,GR CHICAGO,,,6000,200000,1/13/22,4/12/22,
965,11,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-GC-B,Shared Jan 2022 Cities,,Cities,GR CHICAGO,,,6000,200000,1/13/22,4/12/22,
966,12,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-GD-A,Shared Jan 2022 Cities,,Cities,GR DALLAS,,,6000,200000,1/13/22,4/12/22,
966,13,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-GD-B,Shared Jan 2022 Cities,,Cities,GR DALLAS,,,6000,200000,1/13/22,4/12/22,
967,14,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-LA-A,Shared Jan 2022 Cities,,Cities,LA,,,6000,200000,1/13/22,4/12/22,
967,15,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-LA-B,Shared Jan 2022 Cities,,Cities,LA,,,6000,200000,1/13/22,4/12/22,
968,16,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-MH-A,Shared Jan 2022 Cities,,Cities,MANHATTAN,,,6000,200000,1/13/22,4/12/22,
968,17,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-MH-B,Shared Jan 2022 Cities,,Cities,MANHATTAN,,,6000,200000,1/13/22,4/12/22,
969,18,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-MI-A,Shared Jan 2022 Cities,,Cities,MIAMI,,,6000,200000,1/13/22,4/12/22,
969,19,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-MI-B,Shared Jan 2022 Cities,,Cities,MIAMI,,,6000,200000,1/13/22,4/12/22,
970,20,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-OC-A,Shared Jan 2022 Cities,,Cities,GR LA OC,,,6000,200000,1/13/22,4/12/22,
970,21,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-OC-B,Shared Jan 2022 Cities,,Cities,GR LA OC,,,6000,200000,1/13/22,4/12/22,
971,22,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-PH,Shared Jan 2022 Cities,,Cities,PHILADELPHIA,,,3000,100000,1/13/22,4/12/22,
972,23,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-QN,Shared Jan 2022 Cities,,Cities,QUEENS,,,3000,100000,1/13/22,4/12/22,
973,24,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-SD-A,Shared Jan 2022 Cities,,Cities,SAN DIEGO,,,6000,200000,1/13/22,4/12/22,
973,25,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-SD-B,Shared Jan 2022 Cities,,Cities,SAN DIEGO,,,6000,200000,1/13/22,4/12/22,
974,26,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-SF-A,Shared Jan 2022 Cities,,Cities,SF,,,6000,200000,1/13/22,4/12/22,
974,27,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-SF-B,Shared Jan 2022 Cities,,Cities,SF,,,6000,200000,1/13/22,4/12/22,
975,28,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-SV-A,Shared Jan 2022 Cities,,Cities,SILICON VALLEY,,,6000,200000,1/13/22,4/12/22,
975,29,Mailed,1DD15849-17E2-4A21-9369-5A2341D2A767_SHARED_MAILINGS_2022-01-13 CITIES.CSV,SLMS101-SV-B,Shared Jan 2022 Cities,,Cities,SILICON VALLEY,,,6000,200000,1/13/22,4/12/22,
976,0,Holdout,STATICHOLDOUT_2019REFRESH_H-AUSTIN.FORCLIENT.CSV,H-AUSTIN,Shared Jan 2022 Cities,H-AUSTIN,Cities,H-AUSTIN,,,,26146,1/13/22,4/12/22,
977,0,Holdout,STATICHOLDOUT_2019REFRESH_H-BROOKLYN.FORCLIENT.CSV,H-BROOKLYN,Shared Jan 2022 Cities,H-BROOKLYN,Cities,H-BROOKLYN,,,,25943,1/13/22,4/12/22,
978,0,Holdout,STATICHOLDOUT_2019REFRESH_H-COLUMBUS.FORCLIENT.CSV,H-COLUMBUS,Shared Jan 2022 Cities,H-COLUMBUS,Cities,H-COLUMBUS,,,,25839,1/13/22,4/12/22,
979,0,Holdout,STATICHOLDOUT_2022_H-COLORADO.FORCLIENT.CSV,H-COLORADO,Shared Jan 2022 Cities,H-COLORADO,Cities,H-COLORADO,,,,26666,1/13/22,4/12/22,
980,0,Holdout,STATICHOLDOUT_2019REFRESH_H-GR DC VA.FORCLIENT.CSV,H-GR DC VA,Shared Jan 2022 Cities,H-GR DC VA,Cities,H-GR DC VA,,,,26373,1/13/22,4/12/22,
981,0,Holdout,STATICHOLDOUT_2019REFRESH_H-DENVER.FORCLIENT.CSV,H-DENVER,Shared Jan 2022 Cities,H-DENVER,Cities,H-DENVER,,,,26581,1/13/22,4/12/22,
982,0,Holdout,STATICHOLDOUT_2019REFRESH_H-GR CHICAGO.FORCLIENT.CSV,H-GR CHICAGO,Shared Jan 2022 Cities,H-GR CHICAGO,Cities,H-GR CHICAGO,,,,24944,1/13/22,4/12/22,
983,0,Holdout,STATICHOLDOUT_2019REFRESH_H-GR DALLAS.FORCLIENT.CSV,H-GR DALLAS,Shared Jan 2022 Cities,H-GR DALLAS,Cities,H-GR DALLAS,,,,25005,1/13/22,4/12/22,
984,0,Holdout,STATICHOLDOUT_2019REFRESH_H-LA.FORCLIENT.CSV,H-LA,Shared Jan 2022 Cities,H-LA,Cities,H-LA,,,,26203,1/13/22,4/12/22,
985,0,Holdout,STATICHOLDOUT_2019REFRESH_H-MANHATTAN.FORCLIENT.CSV,H-MANHATTAN,Shared Jan 2022 Cities,H-MANHATTAN,Cities,H-MANHATTAN,,,,26054,1/13/22,4/12/22,
986,0,Holdout,STATICHOLDOUT_2019REFRESH_H-MIAMI.FORCLIENT.CSV,H-MIAMI,Shared Jan 2022 Cities,H-MIAMI,Cities,H-MIAMI,,,,26186,1/13/22,4/12/22,
987,0,Holdout,STATICHOLDOUT_2019REFRESH_H-GR LA OC.FORCLIENT.CSV,H-GR LA OC,Shared Jan 2022 Cities,H-GR LA OC,Cities,H-GR LA OC,,,,25782,1/13/22,4/12/22,
988,0,Holdout,STATICHOLDOUT_2019REFRESH_H-PHILADELPHIA.FORCLIENT.CSV,H-PHILADELPHIA,Shared Jan 2022 Cities,H-PHILADELPHIA,Cities,H-PHILADELPHIA,,,,25414,1/13/22,4/12/22,
989,0,Holdout,STATICHOLDOUT_2019REFRESH_H-QUEENS.FORCLIENT.CSV,H-QUEENS,Shared Jan 2022 Cities,H-QUEENS,Cities,H-QUEENS,,,,25814,1/13/22,4/12/22,
990,0,Holdout,STATICHOLDOUT_2019REFRESH_H-SAN DIEGO.FORCLIENT.CSV,H-SAN DIEGO,Shared Jan 2022 Cities,H-SAN DIEGO,Cities,H-SAN DIEGO,,,,25031,1/13/22,4/12/22,
991,0,Holdout,STATICHOLDOUT_2019REFRESH_H-SF.FORCLIENT.CSV,H-SF,Shared Jan 2022 Cities,H-SF,Cities,H-SF,,,,26649,1/13/22,4/12/22,
